,drugbank_id,name,pubchem_substance_id,drug_groups,prediction_class_dl_model_fp_prediction,prediction_class_dl_model_fp_prediction_proba,prediction_class_mlp_fp_prediction,prediction_class_mlp_fp_prediction_proba,prediction_class_xgb_fp_prediction,prediction_class_xgb_fp_prediction_proba,prediction_class_rfc_fp_prediction,prediction_class_rfc_fp_prediction_proba,prediction_class_svm_fp_prediction,prediction_class_svm_fp_prediction_proba,first_seg,gpcr_binding_encoded
9269231,DB03099,5-Amino 6-Nitro Uracil,46508998.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9316766,DB03164,6-Amino-1-Methylpurine,46506240.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9326273,DB03172,Tubercidin,46505938.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9335780,DB03178,"Guanosine-2',3'-Cyclophosphorothioate",46504776.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9354794,DB03197,6-Hydroxymethylpterin,46505438.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9364301,DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",46505345.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9392822,DB03267,1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,46504813.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9402329,DB03273,3'-Oxo-Adenosine,46506986.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9411836,DB03293,9-Methyl Uric Acid,46505742.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9421343,DB03304,7-Deaza-7-Aminomethyl-Guanine,46506298.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9430850,DB03315,Guanosine 3'-monophosphate,46508235.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9440357,DB03325,Tyrosyladenylate,46507246.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9449864,DB03331,"N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine",46506163.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9468878,DB03355,5'-O-(N-(L-Threonyl)-Sulfamoyl)Adenosine,46506859.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9478385,DB03376,'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine,46509106.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9506906,DB03458,"N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid",46507477.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9516413,DB03479,"8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",46505966.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9544934,DB03528,9-Beta-D-Xylofuranosyl-Adenine,46508697.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9573455,DB03571,"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide",46505855.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9611483,DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",46507551.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9620990,DB03716,5'-Fluoro-5'-Deoxyadenosine,46507287.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9630497,DB03719,N-Ethyl-5'-Carboxamido Adenosine,46509074.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9640004,DB03730,"3,9-Dimethyladenine",46505898.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9668525,DB03769,D-Eritadenine,46504488.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9678032,DB03809,9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,46506776.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9687539,DB03826,"5,6-Diaminouracil",46506688.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9706553,DB03869,5'-O-(N-(L-Seryl)-Sulfamoyl)Adenosine,46508279.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9716060,DB03886,Biopterin,46505723.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9744581,DB03907,"N-{3-[5-(6-Amino-Purin-9-Yl)-3,4-Dihydroxy-Tetrahydro-Furan-2-Yl]-Allyl}-2,3-Dihydroxy-5-Nitro-Benzamide",46504513.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9763595,DB03924,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",46504949.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9792116,DB03952,9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine,46507335.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9830144,DB04024,N'-L-Seryl-3'-Amino-(3'-Deoxy)-Adenosine,46505162.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9858665,DB04102,2-Amino-Adenosine,46508523.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9877679,DB04104,3-Methyladenine,46506534.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9896693,DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine",46506958.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9915707,DB04168,2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol,46505808.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9925214,DB04196,Pteroic Acid,46505016.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9934721,DB04198,Formycin B,46505632.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9944228,DB04202,Isoformononetin,46505359.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9953735,DB04216,Quercetin,46506533.0,experimental; investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9963242,DB04218,1-Deaza-Adenosine,46505798.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
9982256,DB04260,"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine",46506214.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10001270,DB04283,2-Bromo-6-Hydroxy-Purine,46506540.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10010777,DB04288,2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine,46506715.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10029791,DB04335,Inosine,175426857.0,approved; investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10039298,DB04345,"7,8-dimethylalloxazine",46505545.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10067819,DB04437,"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline",46508289.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10077326,DB04440,Nebularine,46507074.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10086833,DB04441,2-Fluoroadenosine,46507053.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10115354,DB04463,"3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol",46505652.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10124861,DB04477,"N-1,2,3,4-Tetrahydronaphth-1-Yl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine",46506101.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10162889,DB04546,3-Deaza-Adenosine,46505073.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10181903,DB04568,5-Aminoimidazole Ribonucleoside,46509066.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10210424,DB04605,5-Aminoisoquinoline,46506072.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10248452,DB04662,OLOMOUCINE II,46505067.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10295987,DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",46505950.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10305494,DB04726,"7,8,10-TRIMETHYLBENZO[G]PTERIDINE-2,4(3H,10H)-DIONE",46508913.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10315001,DB04751,Purvalanol A,46506488.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10334015,DB04757,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",46505178.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10343522,DB04776,(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol,46506238.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10372043,DB04853,Binodenoson,175426864.0,investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10381550,DB04860,Isatoribine,175426870.0,investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10391057,DB04882,Edotecarin,175426885.0,investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10410071,DB04920,Clevidipine,175426904.0,approved; investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10419578,DB04944,Acadesine,175426912.0,investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10429085,DB04954,Tecadenoson,175426918.0,investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10438592,DB05009,Apadenoson,175426929.0,investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10467113,DB05511,Piclidenoson,175427023.0,investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10486127,DB06213,Regadenoson,175427061.0,approved; investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10533662,DB06732,beta-Naphthoflavone,99443278.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10571690,DB06898,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",99443369.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10600211,DB06932,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",99443403.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10685774,DB07045,"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",99443516.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10695281,DB07052,5'-S-ethyl-5'-thioadenosine,99443523.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10723802,DB07138,Neflamapimod,99443609.0,investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10742816,DB07141,"5-[(3R)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",99443612.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10752323,DB07142,"5-[(3R)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",99443613.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10761830,DB07152,N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide,99443623.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10799858,DB07170,"5'-FLUORO-2',5'-DIDEOXYADENOSINE",99443641.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10809365,DB07173,"7-(5-DEOXY-BETA-D-RIBOFURANOSYL)-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE",99443644.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10856900,DB07218,"6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE",99443689.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10875914,DB07245,6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE,99443716.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10885421,DB07272,"N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE",99443743.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10904435,DB07292,"4-(2-amino-1,3-thiazol-4-yl)phenol",99443763.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10942463,DB07319,"6-(3-BROMO-2-NAPHTHYL)-1,3,5-TRIAZINE-2,4-DIAMINE",99443790.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10961477,DB07335,"3-[4-AMINO-1-(1-METHYLETHYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL]PHENOL",99443806.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10980491,DB07340,"N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine",99443811.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10989998,DB07352,Apigenin,99443823.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
10999505,DB07379,(2S)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methylbutan-1-ol,99443850.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11018519,DB07413,5'-S-[2-(decylamino)ethyl]-5'-thioadenosine,99443884.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11047040,DB07453,2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE,99443924.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11056547,DB07481,"tert-butyl [(2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidin-5-yl)methyl]carbamate",99443952.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11066054,DB07488,"{(2Z)-4-AMINO-2-[(4-METHOXYPHENYL)IMINO]-2,3-DIHYDRO-1,3-THIAZOL-5-YL}(4-METHOXYPHENYL)METHANONE",99443959.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11132603,DB07677,"2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one",99444148.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11142110,DB07689,"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE",99444160.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11151617,DB07704,"6-AMINO-4-[2-(4-METHOXYPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",99444175.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11161124,DB07711,"(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol",99444182.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11180138,DB07776,Flavone,99444247.0,approved; experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11189645,DB07794,"5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE",99444265.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11199152,DB07795,Fisetin,99444266.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11218166,DB07855,(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,99444326.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11227673,DB07877,"8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE",99444348.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11256194,DB07954,3-isobutyl-1-methyl-7H-xanthine,99444425.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11275208,DB07965,6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile,99444436.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11284715,DB07993,"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",99444464.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11294222,DB08004,"(2S)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol",99444475.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11322743,DB08052,"1-cyclopentyl-3-(1H-pyrrolo[2,3-b]pyridin-5-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",99444523.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11332250,DB08053,"1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",99444524.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11379785,DB08074,3-(3-methylbut-2-en-1-yl)-3H-purin-6-amine,99444545.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11560418,DB08267,"6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",99444738.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11569925,DB08268,"6-AMINO-4-[2-(4-METHYLPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",99444739.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11579432,DB08285,"(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",99444756.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11588939,DB08300,"1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",99444771.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11607953,DB08313,nocodazole,99444784.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11636474,DB08325,2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE,99444796.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11655488,DB08339,"6-(2,6-DICHLOROPHENYL)-2-{[3-(HYDROXYMETHYL)PHENYL]AMINO}-8-METHYLPYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONE",99444810.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11684009,DB08398,"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",99444869.0,investigational,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11712530,DB08437,Puromycin,99444908.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11750558,DB08454,N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,99444925.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11769572,DB08460,"3-{5-[(6-amino-1H-pyrazolo[3,4-b]pyridin-3-yl)methoxy]-2-chlorophenoxy}-5-chlorobenzonitrile",99444931.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11788586,DB08473,"5,6-dichloro-1-beta-D-ribofuranosyl-1H-benzimidazole",99444944.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11798093,DB08511,"6-amino-2-methyl-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",99444982.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11817107,DB08530,"7-BENZYL-1,3-DIMETHYL-8-PIPERAZIN-1-YL-3,7-DIHYDRO-PURINE-2,6-DIONE",99445001.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11845628,DB08575,"2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM",99445046.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11940698,DB08729,"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide",99445200.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
11959712,DB08768,N-(3-METHYLBUT-2-EN-1-YL)-9H-PURIN-6-AMINE,99445239.0,experimental,2,1.0,2,0.9999999992743926,2,0.9999927,2,0.9997913582032004,2,5.615190691623322,Adenosine,2
